NameSpace,ClassName,MethodName,PropertyType,Length
Apex,EmptyStackException,clone,,0
Apex,EmptyStackException,getTypeName,,0
Apex,Stack,clone,,0
Apex,Stack,empty,,0
Apex,Stack,peek,,0
Apex,Stack,pop,,0
Apex,Stack,push,String,6
ApexPages,Action,clone,,0
ApexPages,Action,getExpression,,0
ApexPages,Action,invoke,,0
ApexPages,Component,clone,,0
ApexPages,Component,getComponentById,String,6
ApexPages,ComponentIteration,clone,,0
ApexPages,ComponentIteration,getComponentById,String,6
ApexPages,IdeaStandardController,addFields,List<String>,12
ApexPages,IdeaStandardController,cancel,,0
ApexPages,IdeaStandardController,delete,,0
ApexPages,IdeaStandardController,edit,,0
ApexPages,IdeaStandardController,getCommentList,,0
ApexPages,IdeaStandardController,getId,,0
ApexPages,IdeaStandardController,getRecord,,0
ApexPages,IdeaStandardController,save,,0
ApexPages,IdeaStandardController,view,,0
ApexPages,IdeaStandardSetController,addFields,List<String>,12
ApexPages,IdeaStandardSetController,cancel,,0
ApexPages,IdeaStandardSetController,first,,0
ApexPages,IdeaStandardSetController,getCompleteResult,,0
ApexPages,IdeaStandardSetController,getFilterId,,0
ApexPages,IdeaStandardSetController,getHasNext,,0
ApexPages,IdeaStandardSetController,getHasPrevious,,0
ApexPages,IdeaStandardSetController,getIdeaList,,0
ApexPages,IdeaStandardSetController,getListViewOptions,,0
ApexPages,IdeaStandardSetController,getPageNumber,,0
ApexPages,IdeaStandardSetController,getPageSize,,0
ApexPages,IdeaStandardSetController,getRecord,,0
ApexPages,IdeaStandardSetController,getRecords,,0
ApexPages,IdeaStandardSetController,getResultSize,,0
ApexPages,IdeaStandardSetController,getSelected,,0
ApexPages,IdeaStandardSetController,last,,0
ApexPages,IdeaStandardSetController,next,,0
ApexPages,IdeaStandardSetController,previous,,0
ApexPages,IdeaStandardSetController,save,,0
ApexPages,IdeaStandardSetController,setFilterId,String,6
ApexPages,IdeaStandardSetController,setPageNumber,Integer,7
ApexPages,IdeaStandardSetController,setPageSize,Integer,7
ApexPages,IdeaStandardSetController,setSelected,List<SObject>,13
ApexPages,KnowledgeArticleVersionStandardController,addFields,List<String>,12
ApexPages,KnowledgeArticleVersionStandardController,cancel,,0
ApexPages,KnowledgeArticleVersionStandardController,getId,,0
ApexPages,KnowledgeArticleVersionStandardController,getRecord,,0
ApexPages,KnowledgeArticleVersionStandardController,getSourceId,,0
ApexPages,KnowledgeArticleVersionStandardController,selectDataCategory,String:String,13
ApexPages,KnowledgeArticleVersionStandardController,view,,0
ApexPages,Message,getComponentLabel,,0
ApexPages,Message,getDetail,,0
ApexPages,Message,getSeverity,,0
ApexPages,Message,getSummary,,0
ApexPages,Severity,equals,Object,6
ApexPages,Severity,hashCode,,0
ApexPages,Severity,ordinal,,0
ApexPages,Severity,values,,0
ApexPages,StandardController,addFields,List<String>,12
ApexPages,StandardController,cancel,,0
ApexPages,StandardController,delete,,0
ApexPages,StandardController,edit,,0
ApexPages,StandardController,getId,,0
ApexPages,StandardController,getRecord,,0
ApexPages,StandardController,save,,0
ApexPages,StandardController,view,,0
ApexPages,StandardSetController,addFields,List<String>,12
ApexPages,StandardSetController,cancel,,0
ApexPages,StandardSetController,first,,0
ApexPages,StandardSetController,getCompleteResult,,0
ApexPages,StandardSetController,getFilterId,,0
ApexPages,StandardSetController,getHasNext,,0
ApexPages,StandardSetController,getHasPrevious,,0
ApexPages,StandardSetController,getListViewOptions,,0
ApexPages,StandardSetController,getPageNumber,,0
ApexPages,StandardSetController,getPageSize,,0
ApexPages,StandardSetController,getRecord,,0
ApexPages,StandardSetController,getRecords,,0
ApexPages,StandardSetController,getResultSize,,0
ApexPages,StandardSetController,getSelected,,0
ApexPages,StandardSetController,last,,0
ApexPages,StandardSetController,next,,0
ApexPages,StandardSetController,previous,,0
ApexPages,StandardSetController,save,,0
ApexPages,StandardSetController,setFilterId,String,6
ApexPages,StandardSetController,setPageNumber,Integer,7
ApexPages,StandardSetController,setPageSize,Integer,7
ApexPages,StandardSetController,setSelected,List<SObject>,13
applauncher,AccountSettingsController,clone,,0
applauncher,AccountSettingsController,getCity,,0
applauncher,AccountSettingsController,getCountry,,0
applauncher,AccountSettingsController,getExtraFields,String,6
applauncher,AccountSettingsController,getFirstName,,0
applauncher,AccountSettingsController,getLanguage,,0
applauncher,AccountSettingsController,getLastName,,0
applauncher,AccountSettingsController,getLocale,,0
applauncher,AccountSettingsController,getMobilePhone,,0
applauncher,AccountSettingsController,getPostalCode,,0
applauncher,AccountSettingsController,getState,,0
applauncher,AccountSettingsController,getStreet,,0
applauncher,AccountSettingsController,getTimeZone,,0
applauncher,AccountSettingsController,getUserEmail,,0
applauncher,AccountSettingsController,getWorkPhone,,0
applauncher,AppLauncherHelper,clone,,0
applauncher,AppLauncherSetupReordererController,clone,,0
applauncher,AppLauncherSetupReordererController,getModel,,0
applauncher,AppLauncherSetupReordererController,saveOrder,String,6
applauncher,AppMenu,clone,,0
applauncher,AppMenu,setAppVisibility,Id:Boolean,10
applauncher,AppMenu,setOrgSortOrder,List<Id>,8
applauncher,AppMenu,setUserSortOrder,List<Id>,8
applauncher,ChangePasswordController,changePassowrd,String:String:String,20
applauncher,ChangePasswordController,changePassword,String:String:String:Boolean,28
applauncher,ChangePasswordController,clone,,0
applauncher,ChangePasswordController,getPasswordPolicyStatement,,0
applauncher,CommunityLogoController,clone,,0
applauncher,CommunityLogoController,getCommunityName,,0
applauncher,CommunityLogoController,getLogoURL,,0
applauncher,EmployeeLoginLinkController,clone,,0
applauncher,EmployeeLoginLinkController,getEmployeeLoginUrl,String,6
applauncher,EmployeeLoginLinkController,getIsAllowInternalUserLoginEnabled,,0
applauncher,ForgotPasswordController,clone,,0
applauncher,ForgotPasswordController,forgotPassword,String:String,13
applauncher,ForgotPasswordController,setExperienceId,String,6
applauncher,IdentityHeaderController,clone,,0
applauncher,IdentityHeaderController,getGuestUser,,0
applauncher,IdentityHeaderController,getInternalUser,,0
applauncher,IdentityHeaderController,getLoginUrl,,0
applauncher,IdentityHeaderController,getLogoutUrl,,0
applauncher,IdentityHeaderController,getPhotoUrl,,0
applauncher,IdentityHeaderController,getUserDisplayName,,0
applauncher,IdentityHeaderController,getUserId,,0
applauncher,LoginFormController,clone,,0
applauncher,LoginFormController,getForgotPasswordUrl,,0
applauncher,LoginFormController,getIsSelfRegistrationEnabled,,0
applauncher,LoginFormController,getIsUsernamePasswordEnabled,,0
applauncher,LoginFormController,getLoginRightFrameUrl,,0
applauncher,LoginFormController,getSelfRegistrationUrl,,0
applauncher,LoginFormController,login,String:String:String,20
applauncher,LoginFormController,setExperienceId,String,6
applauncher,SelfRegisterController,clone,,0
applauncher,SelfRegisterController,getExtraFields,String,6
applauncher,SelfRegisterController,isValidPassword,String:String,13
applauncher,SelfRegisterController,selfRegister,String:String:String:String:String:String:String:String:String:Boolean,70
applauncher,SelfRegisterController,setExperienceId,String,6
applauncher,SocialLoginController,clone,,0
applauncher,SocialLoginController,getAuthProviders,,0
applauncher,SocialLoginController,getSamlProviders,,0
applauncher,SocialLoginController,getSamlSsoUrl,String:String,13
applauncher,SocialLoginController,getSsoUrl,String:String,13
applauncher,SocialLoginController,handleIdp,,0
Approval,LockResult,getErrors,,0
Approval,LockResult,getId,,0
Approval,LockResult,isSuccess,,0
Approval,ProcessRequest,getComments,,0
Approval,ProcessRequest,getNextApproverIds,,0
Approval,ProcessRequest,setComments,String,6
Approval,ProcessRequest,setNextApproverIds,List<Id>,8
Approval,ProcessResult,getActorIds,,0
Approval,ProcessResult,getEntityId,,0
Approval,ProcessResult,getErrors,,0
Approval,ProcessResult,getInstanceId,,0
Approval,ProcessResult,getInstanceStatus,,0
Approval,ProcessResult,getNewWorkitemIds,,0
Approval,ProcessResult,isSuccess,,0
Approval,ProcessSubmitRequest,getComments,,0
Approval,ProcessSubmitRequest,getNextApproverIds,,0
Approval,ProcessSubmitRequest,getObjectId,,0
Approval,ProcessSubmitRequest,getProcessDefinitionNameOrId,,0
Approval,ProcessSubmitRequest,getSkipEntryCriteria,,0
Approval,ProcessSubmitRequest,getSubmitterId,,0
Approval,ProcessSubmitRequest,setComments,String,6
Approval,ProcessSubmitRequest,setNextApproverIds,List<Id>,8
Approval,ProcessSubmitRequest,setObjectId,String,6
Approval,ProcessSubmitRequest,setProcessDefinitionNameOrId,String,6
Approval,ProcessSubmitRequest,setSkipEntryCriteria,Boolean,7
Approval,ProcessSubmitRequest,setSubmitterId,String,6
Approval,ProcessWorkitemRequest,getAction,,0
Approval,ProcessWorkitemRequest,getComments,,0
Approval,ProcessWorkitemRequest,getNextApproverIds,,0
Approval,ProcessWorkitemRequest,getWorkitemId,,0
Approval,ProcessWorkitemRequest,setAction,String,6
Approval,ProcessWorkitemRequest,setComments,String,6
Approval,ProcessWorkitemRequest,setNextApproverIds,List<Id>,8
Approval,ProcessWorkitemRequest,setWorkitemId,String,6
Approval,UnlockResult,getErrors,,0
Approval,UnlockResult,getId,,0
Approval,UnlockResult,isSuccess,,0
cache,CacheBuilder,doLoad,String,6
cache,CacheException,clone,,0
cache,CacheException,getTypeName,,0
cache,InvalidCacheBuilderException,clone,,0
cache,InvalidCacheBuilderException,getTypeName,,0
cache,InvalidParamException,clone,,0
cache,InvalidParamException,getTypeName,,0
cache,ItemSizeLimitExceededException,clone,,0
cache,ItemSizeLimitExceededException,getTypeName,,0
cache,Org,clone,,0
cache,Org,contains,List<String>,12
cache,Org,contains,String,6
cache,Org,get,List<String>,12
cache,Org,get,String,6
cache,Org,get,System.Type:String,18
cache,Org,getAvgGetTime,,0
cache,Org,getAvgValueSize,,0
cache,Org,getCapacity,,0
cache,Org,getKeys,,0
cache,Org,getMaxGetTime,,0
cache,Org,getMaxValueSize,,0
cache,Org,getMissRate,,0
cache,Org,getName,,0
cache,Org,getNumKeys,,0
cache,Org,getPartition,String,6
cache,Org,put,String:Object,13
cache,Org,put,String:Object:cache.Visibility,30
cache,Org,put,String:Object:Integer,21
cache,Org,put,String:Object:Integer:cache.Visibility:Boolean,46
cache,Org,remove,List<String>,12
cache,Org,remove,String,6
cache,Org,remove,System.Type:String,18
cache,OrgCacheException,clone,,0
cache,OrgCacheException,getTypeName,,0
cache,OrgPartition,clone,,0
cache,OrgPartition,contains,String,6
cache,OrgPartition,createFullyQualifiedKey,String:String:String,20
cache,OrgPartition,createFullyQualifiedPartition,String:String,13
cache,OrgPartition,get,String,6
cache,OrgPartition,get,System.Type:String,18
cache,OrgPartition,getAvgGetTime,,0
cache,OrgPartition,getAvgValueSize,,0
cache,OrgPartition,getCapacity,,0
cache,OrgPartition,getKeys,,0
cache,OrgPartition,getMaxGetTime,,0
cache,OrgPartition,getMaxValueSize,,0
cache,OrgPartition,getMissRate,,0
cache,OrgPartition,getName,,0
cache,OrgPartition,getNumKeys,,0
cache,OrgPartition,isAvailable,,0
cache,OrgPartition,put,String:Object,13
cache,OrgPartition,put,String:Object:cache.Visibility,30
cache,OrgPartition,put,String:Object:Integer,21
cache,OrgPartition,put,String:Object:Integer:cache.Visibility:Boolean,46
cache,OrgPartition,remove,String,6
cache,OrgPartition,remove,System.Type:String,18
cache,OrgPartition,validateCacheBuilder,System.Type,11
cache,OrgPartition,validateKey,Boolean:String,14
cache,OrgPartition,validateKeys,Boolean:List<String>,20
cache,OrgPartition,validateKeyValue,Boolean:String:Object,21
cache,OrgPartition,validatePartitionName,String,6
cache,Partition,clone,,0
cache,Partition,contains,String,6
cache,Partition,createFullyQualifiedKey,String:String:String,20
cache,Partition,createFullyQualifiedPartition,String:String,13
cache,Partition,get,String,6
cache,Partition,get,System.Type:String,18
cache,Partition,getAvgGetTime,,0
cache,Partition,getAvgValueSize,,0
cache,Partition,getCapacity,,0
cache,Partition,getKeys,,0
cache,Partition,getMaxGetTime,,0
cache,Partition,getMaxValueSize,,0
cache,Partition,getMissRate,,0
cache,Partition,getName,,0
cache,Partition,getNumKeys,,0
cache,Partition,isAvailable,,0
cache,Partition,put,String:Object,13
cache,Partition,put,String:Object:cache.Visibility,30
cache,Partition,put,String:Object:Integer,21
cache,Partition,put,String:Object:Integer:cache.Visibility:Boolean,46
cache,Partition,remove,String,6
cache,Partition,remove,System.Type:String,18
cache,Partition,validateCacheBuilder,System.Type,11
cache,Partition,validateKey,Boolean:String,14
cache,Partition,validateKeys,Boolean:List<String>,20
cache,Partition,validateKeyValue,Boolean:String:Object,21
cache,Partition,validatePartitionName,String,6
cache,PlatformCacheDelegateWrapper,clone,,0
cache,PlatformCacheInvalidOperationException,clone,,0
cache,PlatformCacheInvalidOperationException,getTypeName,,0
cache,Session,clone,,0
cache,Session,contains,String,6
cache,Session,get,String,6
cache,Session,get,System.Type:String,18
cache,Session,getAvgGetTime,,0
cache,Session,getAvgValueSize,,0
cache,Session,getCapacity,,0
cache,Session,getKeys,,0
cache,Session,getMaxGetTime,,0
cache,Session,getMaxValueSize,,0
cache,Session,getMissRate,,0
cache,Session,getName,,0
cache,Session,getNumKeys,,0
cache,Session,getPartition,String,6
cache,Session,isAvailable,,0
cache,Session,put,String:Object,13
cache,Session,put,String:Object:cache.Visibility,30
cache,Session,put,String:Object:Integer,21
cache,Session,put,String:Object:Integer:cache.Visibility:Boolean,46
cache,Session,remove,String,6
cache,Session,remove,System.Type:String,18
cache,SessionCacheException,clone,,0
cache,SessionCacheException,getTypeName,,0
cache,SessionCacheNoSessionException,clone,,0
cache,SessionCacheNoSessionException,getTypeName,,0
cache,SessionPartition,clone,,0
cache,SessionPartition,contains,String,6
cache,SessionPartition,createFullyQualifiedKey,String:String:String,20
cache,SessionPartition,createFullyQualifiedPartition,String:String,13
cache,SessionPartition,get,String,6
cache,SessionPartition,get,System.Type:String,18
cache,SessionPartition,getAvgGetTime,,0
cache,SessionPartition,getAvgValueSize,,0
cache,SessionPartition,getCapacity,,0
cache,SessionPartition,getKeys,,0
cache,SessionPartition,getMaxGetTime,,0
cache,SessionPartition,getMaxValueSize,,0
cache,SessionPartition,getMissRate,,0
cache,SessionPartition,getName,,0
cache,SessionPartition,getNumKeys,,0
cache,SessionPartition,isAvailable,,0
cache,SessionPartition,put,String:Object,13
cache,SessionPartition,put,String:Object:cache.Visibility,30
cache,SessionPartition,put,String:Object:Integer,21
cache,SessionPartition,put,String:Object:Integer:cache.Visibility:Boolean,46
cache,SessionPartition,remove,String,6
cache,SessionPartition,remove,System.Type:String,18
cache,SessionPartition,validateCacheBuilder,System.Type,11
cache,SessionPartition,validateKey,Boolean:String,14
cache,SessionPartition,validateKeys,Boolean:List<String>,20
cache,SessionPartition,validateKeyValue,Boolean:String:Object,21
cache,SessionPartition,validatePartitionName,String,6
cache,Visibility,equals,Object,6
cache,Visibility,hashCode,,0
cache,Visibility,ordinal,,0
cache,Visibility,values,,0
Canvas,ApplicationContext,getCanvasUrl,,0
Canvas,ApplicationContext,getDeveloperName,,0
Canvas,ApplicationContext,getName,,0
Canvas,ApplicationContext,getNamespace,,0
Canvas,ApplicationContext,getVersion,,0
Canvas,ApplicationContext,setCanvasUrlPath,String,6
Canvas,CanvasLifecycleHandler,excludeContextTypes,,0
Canvas,CanvasLifecycleHandler,onRender,Canvas.RenderContext,20
Canvas,CanvasRenderException,clone,,0
Canvas,CanvasRenderException,getTypeName,,0
Canvas,ContextTypeEnum,equals,Object,6
Canvas,ContextTypeEnum,hashCode,,0
Canvas,ContextTypeEnum,ordinal,,0
Canvas,ContextTypeEnum,values,,0
Canvas,EnvironmentContext,addEntityField,String,6
Canvas,EnvironmentContext,addEntityFields,Set<String>,11
Canvas,EnvironmentContext,getDisplayLocation,,0
Canvas,EnvironmentContext,getEntityFields,,0
Canvas,EnvironmentContext,getLocationUrl,,0
Canvas,EnvironmentContext,getParametersAsJSON,,0
Canvas,EnvironmentContext,getSublocation,,0
Canvas,EnvironmentContext,setParametersAsJSON,String,6
Canvas,RenderContext,getApplicationContext,,0
Canvas,RenderContext,getEnvironmentContext,,0
Canvas,Test,clone,,0
Canvas,Test,mockRenderContext,Map<String.String>:Map<String.String>,37
Canvas,Test,testCanvasLifecycle,Canvas.CanvasLifecycleHandler:Canvas.RenderContext,50
ChatterAnswers,AccountCreator,createAccount,String:String:Id,16
ChatterAnswers,ChatterServiceRegisterController,clone,,0
ChatterAnswers,SCCChangePasswordController,clone,,0
ChatterAnswers,SCCForgotPasswordConfirmController,clone,,0
ChatterAnswers,SCCForgotPasswordController,clone,,0
ConnectApi,AbstractContentHubItemType,clone,,0
ConnectApi,AbstractContentHubItemType,equals,Object,6
ConnectApi,AbstractContentHubItemType,getBuildVersion,,0
ConnectApi,AbstractContentHubItemType,hashCode,,0
ConnectApi,AbstractContentHubItemType,toString,,0
ConnectApi,AbstractDirectoryEntrySummary,clone,,0
ConnectApi,AbstractDirectoryEntrySummary,equals,Object,6
ConnectApi,AbstractDirectoryEntrySummary,getBuildVersion,,0
ConnectApi,AbstractDirectoryEntrySummary,hashCode,,0
ConnectApi,AbstractDirectoryEntrySummary,toString,,0
ConnectApi,AbstractExtensionInformation,clone,,0
ConnectApi,AbstractExtensionInformation,equals,Object,6
ConnectApi,AbstractExtensionInformation,getBuildVersion,,0
ConnectApi,AbstractExtensionInformation,hashCode,,0
ConnectApi,AbstractExtensionInformation,toString,,0
ConnectApi,AbstractMessageBody,clone,,0
ConnectApi,AbstractMessageBody,equals,Object,6
ConnectApi,AbstractMessageBody,getBuildVersion,,0
ConnectApi,AbstractMessageBody,hashCode,,0
ConnectApi,AbstractMessageBody,toString,,0
ConnectApi,AbstractNBAAction,clone,,0
ConnectApi,AbstractNBAAction,equals,Object,6
ConnectApi,AbstractNBAAction,getBuildVersion,,0
ConnectApi,AbstractNBAAction,hashCode,,0
ConnectApi,AbstractNBAAction,toString,,0
ConnectApi,AbstractNBATarget,clone,,0
ConnectApi,AbstractNBATarget,equals,Object,6
ConnectApi,AbstractNBATarget,getBuildVersion,,0
ConnectApi,AbstractNBATarget,hashCode,,0
ConnectApi,AbstractNBATarget,toString,,0
ConnectApi,AbstractRecommendation,clone,,0
ConnectApi,AbstractRecommendation,equals,Object,6
ConnectApi,AbstractRecommendation,getBuildVersion,,0
ConnectApi,AbstractRecommendation,hashCode,,0
ConnectApi,AbstractRecommendation,toString,,0
ConnectApi,AbstractRecommendationExplanation,clone,,0
ConnectApi,AbstractRecommendationExplanation,equals,Object,6
ConnectApi,AbstractRecommendationExplanation,getBuildVersion,,0
ConnectApi,AbstractRecommendationExplanation,hashCode,,0
ConnectApi,AbstractRecommendationExplanation,toString,,0
ConnectApi,AbstractRecordField,clone,,0
ConnectApi,AbstractRecordField,equals,Object,6
ConnectApi,AbstractRecordField,getBuildVersion,,0
ConnectApi,AbstractRecordField,hashCode,,0
ConnectApi,AbstractRecordField,toString,,0
ConnectApi,AbstractRecordView,clone,,0
ConnectApi,AbstractRecordView,equals,Object,6
ConnectApi,AbstractRecordView,getBuildVersion,,0
ConnectApi,AbstractRecordView,hashCode,,0
ConnectApi,AbstractRecordView,toString,,0
ConnectApi,AbstractRepositoryFile,clone,,0
ConnectApi,AbstractRepositoryFile,equals,Object,6
ConnectApi,AbstractRepositoryFile,getBuildVersion,,0
ConnectApi,AbstractRepositoryFile,hashCode,,0
ConnectApi,AbstractRepositoryFile,toString,,0
ConnectApi,AbstractRepositoryFolder,clone,,0
ConnectApi,AbstractRepositoryFolder,equals,Object,6
ConnectApi,AbstractRepositoryFolder,getBuildVersion,,0
ConnectApi,AbstractRepositoryFolder,hashCode,,0
ConnectApi,AbstractRepositoryFolder,toString,,0
ConnectApi,AbstractRepositoryItem,clone,,0
ConnectApi,AbstractRepositoryItem,equals,Object,6
ConnectApi,AbstractRepositoryItem,getBuildVersion,,0
ConnectApi,AbstractRepositoryItem,hashCode,,0
ConnectApi,AbstractRepositoryItem,toString,,0
ConnectApi,ActionLinkDefinition,clone,,0
ConnectApi,ActionLinkDefinition,equals,Object,6
ConnectApi,ActionLinkDefinition,getBuildVersion,,0
ConnectApi,ActionLinkDefinition,hashCode,,0
ConnectApi,ActionLinkDefinition,toString,,0
ConnectApi,ActionLinkDefinitionInput,clone,,0
ConnectApi,ActionLinkDefinitionInput,equals,Object,6
ConnectApi,ActionLinkDefinitionInput,hashCode,,0
ConnectApi,ActionLinkDefinitionInput,toString,,0
ConnectApi,ActionLinkDiagnosticInfo,clone,,0
ConnectApi,ActionLinkDiagnosticInfo,equals,Object,6
ConnectApi,ActionLinkDiagnosticInfo,getBuildVersion,,0
ConnectApi,ActionLinkDiagnosticInfo,hashCode,,0
ConnectApi,ActionLinkDiagnosticInfo,toString,,0
ConnectApi,ActionLinkExecutionsAllowed,equals,Object,6
ConnectApi,ActionLinkExecutionsAllowed,hashCode,,0
ConnectApi,ActionLinkExecutionsAllowed,ordinal,,0
ConnectApi,ActionLinkExecutionsAllowed,values,,0
ConnectApi,ActionLinkGroupDefinition,clone,,0
ConnectApi,ActionLinkGroupDefinition,equals,Object,6
ConnectApi,ActionLinkGroupDefinition,getBuildVersion,,0
ConnectApi,ActionLinkGroupDefinition,hashCode,,0
ConnectApi,ActionLinkGroupDefinition,toString,,0
ConnectApi,ActionLinkGroupDefinitionInput,clone,,0
ConnectApi,ActionLinkGroupDefinitionInput,equals,Object,6
ConnectApi,ActionLinkGroupDefinitionInput,hashCode,,0
ConnectApi,ActionLinkGroupDefinitionInput,toString,,0
ConnectApi,ActionLinks,clone,,0
ConnectApi,ActionLinks,createActionLinkGroupDefinition,String:ConnectApi.ActionLinkGroupDefinitionInput,48
ConnectApi,ActionLinks,deleteActionLinkGroupDefinition,String:String,13
ConnectApi,ActionLinks,getActionLink,String:String,13
ConnectApi,ActionLinks,getActionLinkDiagnosticInfo,String:String,13
ConnectApi,ActionLinks,getActionLinkGroup,String:String,13
ConnectApi,ActionLinks,getActionLinkGroupDefinition,String:String,13
ConnectApi,ActionLinkTemplateBindingInput,clone,,0
ConnectApi,ActionLinkTemplateBindingInput,equals,Object,6
ConnectApi,ActionLinkTemplateBindingInput,hashCode,,0
ConnectApi,ActionLinkTemplateBindingInput,toString,,0
ConnectApi,ActionLinkType,equals,Object,6
ConnectApi,ActionLinkType,hashCode,,0
ConnectApi,ActionLinkType,ordinal,,0
ConnectApi,ActionLinkType,values,,0
ConnectApi,ActivitySharingInput,clone,,0
ConnectApi,ActivitySharingInput,equals,Object,6
ConnectApi,ActivitySharingInput,hashCode,,0
ConnectApi,ActivitySharingInput,toString,,0
ConnectApi,ActivitySharingResult,clone,,0
ConnectApi,ActivitySharingResult,equals,Object,6
ConnectApi,ActivitySharingResult,getBuildVersion,,0
ConnectApi,ActivitySharingResult,hashCode,,0
ConnectApi,ActivitySharingResult,toString,,0
ConnectApi,ActivitySharingType,equals,Object,6
ConnectApi,ActivitySharingType,hashCode,,0
ConnectApi,ActivitySharingType,ordinal,,0
ConnectApi,ActivitySharingType,values,,0
ConnectApi,Actor,clone,,0
ConnectApi,Actor,equals,Object,6
ConnectApi,Actor,getBuildVersion,,0
ConnectApi,Actor,hashCode,,0
ConnectApi,Actor,toString,,0
ConnectApi,ActorWithId,clone,,0
ConnectApi,ActorWithId,equals,Object,6
ConnectApi,ActorWithId,getBuildVersion,,0
ConnectApi,ActorWithId,hashCode,,0
ConnectApi,ActorWithId,toString,,0
ConnectApi,Address,clone,,0
ConnectApi,Address,equals,Object,6
ConnectApi,Address,getBuildVersion,,0
ConnectApi,Address,hashCode,,0
ConnectApi,Address,toString,,0
ConnectApi,Alternative,clone,,0
ConnectApi,Alternative,equals,Object,6
ConnectApi,Alternative,getBuildVersion,,0
ConnectApi,Alternative,hashCode,,0
ConnectApi,Alternative,toString,,0
ConnectApi,AlternativeInput,clone,,0
ConnectApi,AlternativeInput,equals,Object,6
ConnectApi,AlternativeInput,hashCode,,0
ConnectApi,AlternativeInput,toString,,0
ConnectApi,Announcement,clone,,0
ConnectApi,Announcement,equals,Object,6
ConnectApi,Announcement,getBuildVersion,,0
ConnectApi,Announcement,hashCode,,0
ConnectApi,Announcement,toString,,0
ConnectApi,AnnouncementInput,clone,,0
ConnectApi,AnnouncementInput,equals,Object,6
ConnectApi,AnnouncementInput,hashCode,,0
ConnectApi,AnnouncementInput,toString,,0
ConnectApi,AnnouncementPage,clone,,0
ConnectApi,AnnouncementPage,equals,Object,6
ConnectApi,AnnouncementPage,getBuildVersion,,0
ConnectApi,AnnouncementPage,hashCode,,0
ConnectApi,AnnouncementPage,toString,,0
ConnectApi,Announcements,clone,,0
ConnectApi,Announcements,deleteAnnouncement,String:String,13
ConnectApi,Announcements,getAnnouncement,String:String,13
ConnectApi,Announcements,getAnnouncements,String:String,13
ConnectApi,Announcements,getAnnouncements,String:String:Integer:Integer,29
ConnectApi,Announcements,postAnnouncement,String:ConnectApi.AnnouncementInput,35
ConnectApi,Announcements,updateAnnouncement,String:String:Datetime,22
ConnectApi,ApprovalAttachment,clone,,0
ConnectApi,ApprovalAttachment,equals,Object,6
ConnectApi,ApprovalAttachment,getBuildVersion,,0
ConnectApi,ApprovalAttachment,hashCode,,0
ConnectApi,ApprovalAttachment,toString,,0
ConnectApi,ApprovalCapability,clone,,0
ConnectApi,ApprovalCapability,equals,Object,6
ConnectApi,ApprovalCapability,getBuildVersion,,0
ConnectApi,ApprovalCapability,hashCode,,0
ConnectApi,ApprovalCapability,toString,,0
ConnectApi,ApprovalIntent,clone,,0
ConnectApi,ApprovalIntent,equals,Object,6
ConnectApi,ApprovalIntent,getBuildVersion,,0
ConnectApi,ApprovalIntent,hashCode,,0
ConnectApi,ApprovalIntent,toString,,0
ConnectApi,ApprovalPostTemplateField,clone,,0
ConnectApi,ApprovalPostTemplateField,equals,Object,6
ConnectApi,ApprovalPostTemplateField,getBuildVersion,,0
ConnectApi,ApprovalPostTemplateField,hashCode,,0
ConnectApi,ApprovalPostTemplateField,toString,,0
ConnectApi,ArticleItem,clone,,0
ConnectApi,ArticleItem,equals,Object,6
ConnectApi,ArticleItem,getBuildVersion,,0
ConnectApi,ArticleItem,hashCode,,0
ConnectApi,ArticleItem,toString,,0
ConnectApi,ArticleSmartAnswer,clone,,0
ConnectApi,ArticleSmartAnswer,equals,Object,6
ConnectApi,ArticleSmartAnswer,getBuildVersion,,0
ConnectApi,ArticleSmartAnswer,hashCode,,0
ConnectApi,ArticleSmartAnswer,toString,,0
ConnectApi,ArticleSummary,clone,,0
ConnectApi,ArticleSummary,equals,Object,6
ConnectApi,ArticleSummary,getBuildVersion,,0
ConnectApi,ArticleSummary,hashCode,,0
ConnectApi,ArticleSummary,toString,,0
ConnectApi,ArticleTopicAssignmentJobInput,clone,,0
ConnectApi,ArticleTopicAssignmentJobInput,equals,Object,6
ConnectApi,ArticleTopicAssignmentJobInput,hashCode,,0
ConnectApi,ArticleTopicAssignmentJobInput,toString,,0
ConnectApi,ArticleTopicJobType,equals,Object,6
ConnectApi,ArticleTopicJobType,hashCode,,0
ConnectApi,ArticleTopicJobType,ordinal,,0
ConnectApi,ArticleTopicJobType,values,,0
ConnectApi,AssociatedActionsCapability,clone,,0
ConnectApi,AssociatedActionsCapability,equals,Object,6
ConnectApi,AssociatedActionsCapability,getBuildVersion,,0
ConnectApi,AssociatedActionsCapability,hashCode,,0
ConnectApi,AssociatedActionsCapability,toString,,0
ConnectApi,AssociatedActionsCapabilityInput,clone,,0
ConnectApi,AssociatedActionsCapabilityInput,equals,Object,6
ConnectApi,AssociatedActionsCapabilityInput,hashCode,,0
ConnectApi,AssociatedActionsCapabilityInput,toString,,0
ConnectApi,AudienceCriteria,clone,,0
ConnectApi,AudienceCriteria,equals,Object,6
ConnectApi,AudienceCriteria,getBuildVersion,,0
ConnectApi,AudienceCriteria,hashCode,,0
ConnectApi,AudienceCriteria,toString,,0
