NameSpace,ClassName,MethodName,PropertyType,Length
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFeed,String:ConnectApi.FeedType:String:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:Boolean:String:ConnectApi.FeedElementPage,153
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFeed,String:ConnectApi.FeedType:String:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedElementPage,138
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFeed,String:ConnectApi.FeedType:String:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedFilter:ConnectApi.FeedElementPage,160
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFeed,String:ConnectApi.FeedType:String:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:String:ConnectApi.FeedElementPage,145
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFeed,String:ConnectApi.FeedType:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedElementPage,100
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFeed,String:ConnectApi.FeedType:String:String:ConnectApi.FeedElementPage,67
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFeed,String:ConnectApi.FeedType:String:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedElementPage,107
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFilterFeed,String:String:String:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedElementPage,125
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFilterFeed,String:String:String:String:ConnectApi.FeedElementPage,54
ConnectApi,ChatterFeeds,setTestSearchFeedElementsInFilterFeed,String:String:String:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedElementPage,94
ConnectApi,ChatterFeeds,setTestSearchFeedItems,String:String:ConnectApi.FeedItemPage,37
ConnectApi,ChatterFeeds,setTestSearchFeedItems,String:String:ConnectApi.FeedSortOrder:ConnectApi.FeedItemPage,62
ConnectApi,ChatterFeeds,setTestSearchFeedItems,String:String:Integer:String:Integer:ConnectApi.FeedSortOrder:ConnectApi.FeedItemPage,85
ConnectApi,ChatterFeeds,setTestSearchFeedItems,String:String:String:Integer:ConnectApi.FeedItemPage,52
ConnectApi,ChatterFeeds,setTestSearchFeedItems,String:String:String:Integer:ConnectApi.FeedSortOrder:ConnectApi.FeedItemPage,77
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFeed,String:ConnectApi.FeedType:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedItemPage,128
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFeed,String:ConnectApi.FeedType:String:ConnectApi.FeedItemPage,57
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFeed,String:ConnectApi.FeedType:String:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:Boolean:ConnectApi.FeedItemPage,143
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFeed,String:ConnectApi.FeedType:String:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedItemPage,135
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFeed,String:ConnectApi.FeedType:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedItemPage,97
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFeed,String:ConnectApi.FeedType:String:String:ConnectApi.FeedItemPage,64
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFeed,String:ConnectApi.FeedType:String:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedItemPage,104
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFilterFeed,String:String:String:Integer:ConnectApi.FeedDensity:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedItemPage,122
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFilterFeed,String:String:String:String:ConnectApi.FeedItemPage,51
ConnectApi,ChatterFeeds,setTestSearchFeedItemsInFilterFeed,String:String:String:String:Integer:ConnectApi.FeedSortOrder:String:ConnectApi.FeedItemPage,91
ConnectApi,ChatterFeeds,setTestSearchStreams,String:String:ConnectApi.ChatterStreamPage,42
ConnectApi,ChatterFeeds,setTestSearchStreams,String:String:ConnectApi.SortOrder:ConnectApi.ChatterStreamPage,63
ConnectApi,ChatterFeeds,setTestSearchStreams,String:String:Integer:Integer:ConnectApi.ChatterStreamPage,58
ConnectApi,ChatterFeeds,setTestSearchStreams,String:String:Integer:Integer:ConnectApi.SortOrder:Boolean:ConnectApi.ChatterStreamPage,87
ConnectApi,ChatterFeeds,setTestSearchStreams,String:String:Integer:Integer:ConnectApi.SortOrder:ConnectApi.ChatterStreamPage,79
ConnectApi,ChatterFeeds,shareFeedElement,String:String:ConnectApi.FeedElementType:String,47
ConnectApi,ChatterFeeds,shareFeedItem,String:ConnectApi.FeedType:String:String,40
ConnectApi,ChatterFeeds,updateBookmark,String:String:Boolean,21
ConnectApi,ChatterFeeds,updateComment,String:String:ConnectApi.CommentInput,37
ConnectApi,ChatterFeeds,updateDirectMessage,String:String:ConnectApi.DirectMessageCapabilityInput,53
ConnectApi,ChatterFeeds,updateFeedElement,String:String:ConnectApi.FeedElementInput,41
ConnectApi,ChatterFeeds,updateFeedElementBookmarks,String:String:Boolean,21
ConnectApi,ChatterFeeds,updateFeedElementBookmarks,String:String:ConnectApi.BookmarksCapabilityInput,49
ConnectApi,ChatterFeeds,updateFeedElementReadByCapabilityBatch,String:List<String>:Boolean,27
ConnectApi,ChatterFeeds,updateFeedElementReadByCapabilityBatch,String:List<String>:ConnectApi.ReadByCapabilityInput,52
ConnectApi,ChatterFeeds,updateLikeForComment,String:String:Boolean,21
ConnectApi,ChatterFeeds,updateLikeForFeedElement,String:String:Boolean,21
ConnectApi,ChatterFeeds,updatePinnedFeedElements,String:ConnectApi.FeedType:String:ConnectApi.PinCapabilityInput,63
ConnectApi,ChatterFeeds,updateStream,String:String:ConnectApi.ChatterStreamInput,43
ConnectApi,ChatterFeeds,voteOnFeedElementPoll,String:String:String,20
ConnectApi,ChatterFeeds,voteOnFeedPoll,String:String:String,20
ConnectApi,ChatterGroup,clone,,0
ConnectApi,ChatterGroup,equals,Object,6
ConnectApi,ChatterGroup,getBuildVersion,,0
ConnectApi,ChatterGroup,hashCode,,0
ConnectApi,ChatterGroup,toString,,0
ConnectApi,ChatterGroupDetail,clone,,0
ConnectApi,ChatterGroupDetail,equals,Object,6
ConnectApi,ChatterGroupDetail,getBuildVersion,,0
ConnectApi,ChatterGroupDetail,hashCode,,0
ConnectApi,ChatterGroupDetail,toString,,0
ConnectApi,ChatterGroupInput,clone,,0
ConnectApi,ChatterGroupInput,equals,Object,6
ConnectApi,ChatterGroupInput,hashCode,,0
ConnectApi,ChatterGroupInput,toString,,0
ConnectApi,ChatterGroupPage,clone,,0
ConnectApi,ChatterGroupPage,equals,Object,6
ConnectApi,ChatterGroupPage,getBuildVersion,,0
ConnectApi,ChatterGroupPage,hashCode,,0
ConnectApi,ChatterGroupPage,toString,,0
ConnectApi,ChatterGroups,addMember,String:String:String,20
ConnectApi,ChatterGroups,addMemberWithRole,String:String:String:ConnectApi.GroupMembershipType,51
ConnectApi,ChatterGroups,addRecord,String:String:String,20
ConnectApi,ChatterGroups,clone,,0
ConnectApi,ChatterGroups,createGroup,String:ConnectApi.ChatterGroupInput,35
ConnectApi,ChatterGroups,deleteBannerPhoto,String:String,13
ConnectApi,ChatterGroups,deleteGroup,String:String,13
ConnectApi,ChatterGroups,deleteMember,String:String,13
ConnectApi,ChatterGroups,deletePhoto,String:String,13
ConnectApi,ChatterGroups,follow,String:String:String,20
ConnectApi,ChatterGroups,getAnnouncements,String:String,13
ConnectApi,ChatterGroups,getAnnouncements,String:String:Integer:Integer,29
ConnectApi,ChatterGroups,getBannerPhoto,String:String,13
ConnectApi,ChatterGroups,getFollowings,String:String,13
ConnectApi,ChatterGroups,getFollowings,String:String:Integer,21
ConnectApi,ChatterGroups,getFollowings,String:String:Integer:Integer,29
ConnectApi,ChatterGroups,getFollowings,String:String:String,20
ConnectApi,ChatterGroups,getFollowings,String:String:String:Integer,28
ConnectApi,ChatterGroups,getFollowings,String:String:String:Integer:Integer,36
ConnectApi,ChatterGroups,getGroup,String:String,13
ConnectApi,ChatterGroups,getGroupBatch,String:List<String>,19
ConnectApi,ChatterGroups,getGroupMembershipRequest,String:String,13
ConnectApi,ChatterGroups,getGroupMembershipRequests,String:String,13
ConnectApi,ChatterGroups,getGroupMembershipRequests,String:String:ConnectApi.GroupMembershipRequestStatus,53
ConnectApi,ChatterGroups,getGroups,String,6
ConnectApi,ChatterGroups,getGroups,String:ConnectApi.GroupArchiveStatus:Integer:Integer,52
ConnectApi,ChatterGroups,getGroups,String:Integer:Integer,22
ConnectApi,ChatterGroups,getMember,String:String,13
ConnectApi,ChatterGroups,getMembers,String:String,13
ConnectApi,ChatterGroups,getMembers,String:String:Integer:Integer,29
ConnectApi,ChatterGroups,getMembershipBatch,String:List<String>,19
ConnectApi,ChatterGroups,getMyChatterSettings,String:String,13
ConnectApi,ChatterGroups,getPhoto,String:String,13
ConnectApi,ChatterGroups,getRecord,String:String,13
ConnectApi,ChatterGroups,getRecords,String:String,13
ConnectApi,ChatterGroups,getRecords,String:String:Integer:Integer,29
ConnectApi,ChatterGroups,inviteUsers,String:ConnectApi.InviteInput,29
ConnectApi,ChatterGroups,postAnnouncement,String:String:ConnectApi.AnnouncementInput,42
ConnectApi,ChatterGroups,removeRecord,String:String,13
ConnectApi,ChatterGroups,requestGroupMembership,String:String,13
ConnectApi,ChatterGroups,searchGroups,String:String,13
ConnectApi,ChatterGroups,searchGroups,String:String:ConnectApi.GroupArchiveStatus:Integer:Integer,59
ConnectApi,ChatterGroups,searchGroups,String:String:Integer:Integer,29
ConnectApi,ChatterGroups,setBannerPhoto,String:String:ConnectApi.BinaryInput,36
ConnectApi,ChatterGroups,setBannerPhoto,String:String:String:Integer,28
ConnectApi,ChatterGroups,setBannerPhotoWithAttributes,String:String:ConnectApi.BannerPhotoInput,41
ConnectApi,ChatterGroups,setBannerPhotoWithAttributes,String:String:ConnectApi.BannerPhotoInput:ConnectApi.BinaryInput,64
ConnectApi,ChatterGroups,setPhoto,String:String:ConnectApi.BinaryInput,36
ConnectApi,ChatterGroups,setPhoto,String:String:String:Integer,28
ConnectApi,ChatterGroups,setPhotoWithAttributes,String:String:ConnectApi.PhotoInput,35
ConnectApi,ChatterGroups,setPhotoWithAttributes,String:String:ConnectApi.PhotoInput:ConnectApi.BinaryInput,58
ConnectApi,ChatterGroups,setTestSearchGroups,String:String:ConnectApi.ChatterGroupPage,41
ConnectApi,ChatterGroups,setTestSearchGroups,String:String:ConnectApi.GroupArchiveStatus:Integer:Integer:ConnectApi.ChatterGroupPage,87
ConnectApi,ChatterGroups,setTestSearchGroups,String:String:Integer:Integer:ConnectApi.ChatterGroupPage,57
ConnectApi,ChatterGroups,updateGroup,String:String:ConnectApi.ChatterGroupInput,42
ConnectApi,ChatterGroups,updateGroupMember,String:String:ConnectApi.GroupMembershipType,44
ConnectApi,ChatterGroups,updateMyChatterSettings,String:String:ConnectApi.GroupEmailFrequency,44
ConnectApi,ChatterGroups,updateRequestStatus,String:String:ConnectApi.GroupMembershipRequestStatus,53
ConnectApi,ChatterGroups,updateRequestStatus,String:String:ConnectApi.GroupMembershipRequestStatus:String,60
ConnectApi,ChatterGroupSummary,clone,,0
ConnectApi,ChatterGroupSummary,equals,Object,6
ConnectApi,ChatterGroupSummary,getBuildVersion,,0
ConnectApi,ChatterGroupSummary,hashCode,,0
ConnectApi,ChatterGroupSummary,toString,,0
ConnectApi,ChatterLike,clone,,0
ConnectApi,ChatterLike,equals,Object,6
ConnectApi,ChatterLike,getBuildVersion,,0
ConnectApi,ChatterLike,hashCode,,0
ConnectApi,ChatterLike,toString,,0
ConnectApi,ChatterLikePage,clone,,0
ConnectApi,ChatterLikePage,equals,Object,6
ConnectApi,ChatterLikePage,getBuildVersion,,0
ConnectApi,ChatterLikePage,hashCode,,0
ConnectApi,ChatterLikePage,toString,,0
ConnectApi,ChatterLikesCapability,clone,,0
ConnectApi,ChatterLikesCapability,equals,Object,6
ConnectApi,ChatterLikesCapability,getBuildVersion,,0
ConnectApi,ChatterLikesCapability,hashCode,,0
ConnectApi,ChatterLikesCapability,toString,,0
ConnectApi,ChatterMessage,clone,,0
ConnectApi,ChatterMessage,equals,Object,6
ConnectApi,ChatterMessage,getBuildVersion,,0
ConnectApi,ChatterMessage,hashCode,,0
ConnectApi,ChatterMessage,toString,,0
ConnectApi,ChatterMessagePage,clone,,0
ConnectApi,ChatterMessagePage,equals,Object,6
ConnectApi,ChatterMessagePage,getBuildVersion,,0
ConnectApi,ChatterMessagePage,hashCode,,0
ConnectApi,ChatterMessagePage,toString,,0
ConnectApi,ChatterMessages,clone,,0
ConnectApi,ChatterMessages,getConversation,String,6
ConnectApi,ChatterMessages,getConversation,String:String,13
ConnectApi,ChatterMessages,getConversation,String:String:Integer,21
ConnectApi,ChatterMessages,getConversation,String:String:String:Integer,28
ConnectApi,ChatterMessages,getConversations,String,6
ConnectApi,ChatterMessages,getConversations,String:Integer,14
ConnectApi,ChatterMessages,getConversations,String:String:Integer,21
ConnectApi,ChatterMessages,getConversations,,0
ConnectApi,ChatterMessages,getMessage,String,6
ConnectApi,ChatterMessages,getMessage,String:String,13
ConnectApi,ChatterMessages,getMessages,String,6
ConnectApi,ChatterMessages,getMessages,String:Integer,14
ConnectApi,ChatterMessages,getMessages,String:String:Integer,21
ConnectApi,ChatterMessages,getMessages,,0
ConnectApi,ChatterMessages,getUnreadCount,String,6
ConnectApi,ChatterMessages,getUnreadCount,,0
ConnectApi,ChatterMessages,markConversationRead,String:Boolean,14
ConnectApi,ChatterMessages,markConversationRead,String:String:Boolean,21
ConnectApi,ChatterMessages,replyToMessage,String:String,13
ConnectApi,ChatterMessages,replyToMessage,String:String:String,20
ConnectApi,ChatterMessages,searchConversation,String:String,13
ConnectApi,ChatterMessages,searchConversation,String:String:Integer:String,28
ConnectApi,ChatterMessages,searchConversation,String:String:String,20
ConnectApi,ChatterMessages,searchConversation,String:String:String:Integer:String,35
ConnectApi,ChatterMessages,searchConversations,String,6
ConnectApi,ChatterMessages,searchConversations,String:Integer:String,21
ConnectApi,ChatterMessages,searchConversations,String:String,13
ConnectApi,ChatterMessages,searchConversations,String:String:Integer:String,28
ConnectApi,ChatterMessages,searchMessages,String,6
ConnectApi,ChatterMessages,searchMessages,String:Integer:String,21
ConnectApi,ChatterMessages,searchMessages,String:String,13
ConnectApi,ChatterMessages,searchMessages,String:String:Integer:String,28
ConnectApi,ChatterMessages,sendMessage,String:String,13
ConnectApi,ChatterMessages,sendMessage,String:String:String,20
ConnectApi,ChatterStream,clone,,0
ConnectApi,ChatterStream,equals,Object,6
ConnectApi,ChatterStream,getBuildVersion,,0
ConnectApi,ChatterStream,hashCode,,0
ConnectApi,ChatterStream,toString,,0
ConnectApi,ChatterStreamInput,clone,,0
ConnectApi,ChatterStreamInput,equals,Object,6
ConnectApi,ChatterStreamInput,hashCode,,0
ConnectApi,ChatterStreamInput,toString,,0
ConnectApi,ChatterStreamPage,clone,,0
ConnectApi,ChatterStreamPage,equals,Object,6
ConnectApi,ChatterStreamPage,getBuildVersion,,0
ConnectApi,ChatterStreamPage,hashCode,,0
ConnectApi,ChatterStreamPage,toString,,0
ConnectApi,ChatterUsers,clone,,0
ConnectApi,ChatterUsers,deletePhoto,String:String,13
ConnectApi,ChatterUsers,exportUserActivities,String:String,13
ConnectApi,ChatterUsers,follow,String:String:String,20
ConnectApi,ChatterUsers,getChatterSettings,String:String,13
ConnectApi,ChatterUsers,getFollowers,String:String,13
ConnectApi,ChatterUsers,getFollowers,String:String:Integer:Integer,29
ConnectApi,ChatterUsers,getFollowings,String:String,13
ConnectApi,ChatterUsers,getFollowings,String:String:Integer,21
ConnectApi,ChatterUsers,getFollowings,String:String:Integer:Integer,29
ConnectApi,ChatterUsers,getFollowings,String:String:String,20
ConnectApi,ChatterUsers,getFollowings,String:String:String:Integer,28
ConnectApi,ChatterUsers,getFollowings,String:String:String:Integer:Integer,36
ConnectApi,ChatterUsers,getGroups,String:String,13
ConnectApi,ChatterUsers,getGroups,String:String:Integer:Integer,29
ConnectApi,ChatterUsers,getPhoto,String:String,13
ConnectApi,ChatterUsers,getReputation,String:String,13
ConnectApi,ChatterUsers,getUser,String:String,13
ConnectApi,ChatterUsers,getUserBatch,String:List<String>,19
ConnectApi,ChatterUsers,getUsers,String,6
ConnectApi,ChatterUsers,getUsers,String:Integer:Integer,22
ConnectApi,ChatterUsers,purgeUserActivities,String:String,13
ConnectApi,ChatterUsers,searchUserGroups,String:String:String,20
ConnectApi,ChatterUsers,searchUserGroups,String:String:String:Integer:Integer,36
ConnectApi,ChatterUsers,searchUsers,String:String,13
ConnectApi,ChatterUsers,searchUsers,String:String:Integer:Integer,29
ConnectApi,ChatterUsers,searchUsers,String:String:String:Integer:Integer,36
ConnectApi,ChatterUsers,setPhoto,String:String:ConnectApi.BinaryInput,36
ConnectApi,ChatterUsers,setPhoto,String:String:String:Integer,28
ConnectApi,ChatterUsers,setPhotoWithAttributes,String:String:ConnectApi.PhotoInput,35
ConnectApi,ChatterUsers,setPhotoWithAttributes,String:String:ConnectApi.PhotoInput:ConnectApi.BinaryInput,58
ConnectApi,ChatterUsers,setTestSearchUsers,String:String:ConnectApi.UserPage,33
ConnectApi,ChatterUsers,setTestSearchUsers,String:String:Integer:Integer:ConnectApi.UserPage,49
ConnectApi,ChatterUsers,setTestSearchUsers,String:String:String:Integer:Integer:ConnectApi.UserPage,56
ConnectApi,ChatterUsers,updateChatterSettings,String:String:ConnectApi.GroupEmailFrequency,44
ConnectApi,ChatterUsers,updateUser,String:String:ConnectApi.UserInput,34
ConnectApi,ClientInfo,clone,,0
ConnectApi,ClientInfo,equals,Object,6
ConnectApi,ClientInfo,getBuildVersion,,0
ConnectApi,ClientInfo,hashCode,,0
ConnectApi,ClientInfo,toString,,0
ConnectApi,CloseCapability,clone,,0
ConnectApi,CloseCapability,equals,Object,6
ConnectApi,CloseCapability,getBuildVersion,,0
ConnectApi,CloseCapability,hashCode,,0
ConnectApi,CloseCapability,toString,,0
ConnectApi,CloseCapabilityInput,clone,,0
ConnectApi,CloseCapabilityInput,equals,Object,6
ConnectApi,CloseCapabilityInput,hashCode,,0
ConnectApi,CloseCapabilityInput,toString,,0
ConnectApi,Comment,clone,,0
ConnectApi,Comment,equals,Object,6
ConnectApi,Comment,getBuildVersion,,0
ConnectApi,Comment,hashCode,,0
ConnectApi,Comment,toString,,0
ConnectApi,CommentCapabilities,clone,,0
ConnectApi,CommentCapabilities,equals,Object,6
ConnectApi,CommentCapabilities,getBuildVersion,,0
ConnectApi,CommentCapabilities,hashCode,,0
ConnectApi,CommentCapabilities,toString,,0
ConnectApi,CommentCapabilitiesInput,clone,,0
ConnectApi,CommentCapabilitiesInput,equals,Object,6
ConnectApi,CommentCapabilitiesInput,hashCode,,0
ConnectApi,CommentCapabilitiesInput,toString,,0
ConnectApi,CommentInput,clone,,0
ConnectApi,CommentInput,equals,Object,6
ConnectApi,CommentInput,hashCode,,0
ConnectApi,CommentInput,toString,,0
ConnectApi,CommentPage,clone,,0
ConnectApi,CommentPage,equals,Object,6
ConnectApi,CommentPage,getBuildVersion,,0
ConnectApi,CommentPage,hashCode,,0
ConnectApi,CommentPage,toString,,0
ConnectApi,CommentsCapability,clone,,0
ConnectApi,CommentsCapability,equals,Object,6
ConnectApi,CommentsCapability,getBuildVersion,,0
ConnectApi,CommentsCapability,hashCode,,0
ConnectApi,CommentsCapability,toString,,0
ConnectApi,CommentSummary,clone,,0
ConnectApi,CommentSummary,equals,Object,6
ConnectApi,CommentSummary,getBuildVersion,,0
ConnectApi,CommentSummary,hashCode,,0
ConnectApi,CommentSummary,toString,,0
ConnectApi,CommentType,equals,Object,6
ConnectApi,CommentType,hashCode,,0
ConnectApi,CommentType,ordinal,,0
ConnectApi,CommentType,values,,0
ConnectApi,Communities,clone,,0
ConnectApi,Communities,getCommunities,ConnectApi.CommunityStatus,26
ConnectApi,Communities,getCommunities,,0
ConnectApi,Communities,getCommunity,String,6
ConnectApi,Community,clone,,0
ConnectApi,Community,equals,Object,6
ConnectApi,Community,getBuildVersion,,0
ConnectApi,Community,hashCode,,0
ConnectApi,Community,toString,,0
ConnectApi,CommunityFlagReasonType,equals,Object,6
ConnectApi,CommunityFlagReasonType,hashCode,,0
ConnectApi,CommunityFlagReasonType,ordinal,,0
ConnectApi,CommunityFlagReasonType,values,,0
ConnectApi,CommunityFlagType,equals,Object,6
ConnectApi,CommunityFlagType,hashCode,,0
ConnectApi,CommunityFlagType,ordinal,,0
ConnectApi,CommunityFlagType,values,,0
ConnectApi,CommunityFlagVisibility,equals,Object,6
ConnectApi,CommunityFlagVisibility,hashCode,,0
ConnectApi,CommunityFlagVisibility,ordinal,,0
ConnectApi,CommunityFlagVisibility,values,,0
ConnectApi,CommunityModeration,addFlagToComment,String:String,13
ConnectApi,CommunityModeration,addFlagToComment,String:String:ConnectApi.CommunityFlagType,42
ConnectApi,CommunityModeration,addFlagToComment,String:String:ConnectApi.CommunityFlagType:ConnectApi.CommunityFlagVisibility,77
ConnectApi,CommunityModeration,addFlagToComment,String:String:ConnectApi.CommunityFlagType:ConnectApi.CommunityFlagVisibility:String,84
ConnectApi,CommunityModeration,addFlagToComment,String:String:ConnectApi.CommunityFlagType:String,49
ConnectApi,CommunityModeration,addFlagToComment,String:String:ConnectApi.CommunityFlagVisibility,48
ConnectApi,CommunityModeration,addFlagToComment,String:String:ConnectApi.CommunityFlagVisibility:String,55
ConnectApi,CommunityModeration,addFlagToComment,String:String:String,20
ConnectApi,CommunityModeration,addFlagToFeedElement,String:String,13
ConnectApi,CommunityModeration,addFlagToFeedElement,String:String:ConnectApi.CommunityFlagType,42
ConnectApi,CommunityModeration,addFlagToFeedElement,String:String:ConnectApi.CommunityFlagType:ConnectApi.CommunityFlagVisibility,77
ConnectApi,CommunityModeration,addFlagToFeedElement,String:String:ConnectApi.CommunityFlagType:ConnectApi.CommunityFlagVisibility:String,84
ConnectApi,CommunityModeration,addFlagToFeedElement,String:String:ConnectApi.CommunityFlagType:String,49
ConnectApi,CommunityModeration,addFlagToFeedElement,String:String:ConnectApi.CommunityFlagVisibility,48
ConnectApi,CommunityModeration,addFlagToFeedElement,String:String:ConnectApi.CommunityFlagVisibility:String,55
ConnectApi,CommunityModeration,addFlagToFeedElement,String:String:String,20
ConnectApi,CommunityModeration,addFlagToFeedItem,String:String,13
ConnectApi,CommunityModeration,addFlagToFeedItem,String:String:ConnectApi.CommunityFlagVisibility,48
ConnectApi,CommunityModeration,clone,,0
ConnectApi,CommunityModeration,getFlagsOnComment,String:String,13
ConnectApi,CommunityModeration,getFlagsOnComment,String:String:ConnectApi.CommunityFlagVisibility,48
ConnectApi,CommunityModeration,getFlagsOnComment,String:String:ConnectApi.CommunityFlagVisibility:Integer:String,63
ConnectApi,CommunityModeration,getFlagsOnComment,String:String:Integer:String,28
ConnectApi,CommunityModeration,getFlagsOnFeedElement,String:String,13
ConnectApi,CommunityModeration,getFlagsOnFeedElement,String:String:ConnectApi.CommunityFlagVisibility,48
ConnectApi,CommunityModeration,getFlagsOnFeedElement,String:String:ConnectApi.CommunityFlagVisibility:Integer:String,63
ConnectApi,CommunityModeration,getFlagsOnFeedElement,String:String:String:Integer,28
ConnectApi,CommunityModeration,getFlagsOnFeedItem,String:String,13
ConnectApi,CommunityModeration,getFlagsOnFeedItem,String:String:ConnectApi.CommunityFlagVisibility,48
ConnectApi,CommunityModeration,removeFlagFromComment,String:String:String,20
ConnectApi,CommunityModeration,removeFlagFromFeedElement,String:String:String,20
ConnectApi,CommunityModeration,removeFlagFromFeedItem,String:String:String,20
ConnectApi,CommunityPage,clone,,0
ConnectApi,CommunityPage,equals,Object,6
ConnectApi,CommunityPage,getBuildVersion,,0
ConnectApi,CommunityPage,hashCode,,0
ConnectApi,CommunityPage,toString,,0
ConnectApi,CommunityStatus,equals,Object,6
ConnectApi,CommunityStatus,hashCode,,0
ConnectApi,CommunityStatus,ordinal,,0
ConnectApi,CommunityStatus,values,,0
ConnectApi,CommunitySummary,clone,,0
ConnectApi,CommunitySummary,equals,Object,6
ConnectApi,CommunitySummary,getBuildVersion,,0
ConnectApi,CommunitySummary,hashCode,,0
ConnectApi,CommunitySummary,toString,,0
ConnectApi,CompanyVerifySummary,clone,,0
ConnectApi,CompanyVerifySummary,equals,Object,6
ConnectApi,CompanyVerifySummary,getBuildVersion,,0
ConnectApi,CompanyVerifySummary,hashCode,,0
ConnectApi,CompanyVerifySummary,toString,,0
ConnectApi,ComplexSegment,clone,,0
ConnectApi,ComplexSegment,equals,Object,6
ConnectApi,ComplexSegment,getBuildVersion,,0
ConnectApi,ComplexSegment,hashCode,,0
ConnectApi,ComplexSegment,toString,,0
ConnectApi,CompoundRecordField,clone,,0
ConnectApi,CompoundRecordField,equals,Object,6
ConnectApi,CompoundRecordField,getBuildVersion,,0
ConnectApi,CompoundRecordField,hashCode,,0
ConnectApi,CompoundRecordField,toString,,0
ConnectApi,ConnectApiException,clone,,0
ConnectApi,ConnectApiException,getErrorCode,,0
ConnectApi,ConnectApiException,getTypeName,,0
ConnectApi,Content,clone,,0
ConnectApi,Content,equals,Object,6
ConnectApi,Content,getBuildVersion,,0
ConnectApi,Content,hashCode,,0
ConnectApi,Content,toString,,0
ConnectApi,ContentAttachment,clone,,0
ConnectApi,ContentAttachment,equals,Object,6
ConnectApi,ContentAttachment,getBuildVersion,,0
ConnectApi,ContentAttachment,hashCode,,0
ConnectApi,ContentAttachment,toString,,0
ConnectApi,ContentAttachmentInput,clone,,0
ConnectApi,ContentAttachmentInput,equals,Object,6
ConnectApi,ContentAttachmentInput,hashCode,,0
ConnectApi,ContentAttachmentInput,toString,,0
ConnectApi,ContentCapability,clone,,0
ConnectApi,ContentCapability,equals,Object,6
ConnectApi,ContentCapability,getBuildVersion,,0
ConnectApi,ContentCapability,hashCode,,0
ConnectApi,ContentCapability,toString,,0
ConnectApi,ContentCapabilityInput,clone,,0
ConnectApi,ContentCapabilityInput,equals,Object,6
ConnectApi,ContentCapabilityInput,hashCode,,0
ConnectApi,ContentCapabilityInput,toString,,0
ConnectApi,ContentHub,addRepositoryItem,String:String:ConnectApi.ContentHubItemInput,44
ConnectApi,ContentHub,addRepositoryItem,String:String:ConnectApi.ContentHubItemInput:ConnectApi.BinaryInput,67
ConnectApi,ContentHub,addRepositoryItem,String:String:String:ConnectApi.ContentHubItemInput,51
ConnectApi,ContentHub,addRepositoryItem,String:String:String:ConnectApi.ContentHubItemInput:ConnectApi.BinaryInput,74
ConnectApi,ContentHub,clone,,0
ConnectApi,ContentHub,deleteRepositoryFile,String:String,13
ConnectApi,ContentHub,deleteRepositoryFile,String:String:String,20
ConnectApi,ContentHub,deleteRepositoryFolder,String:String,13
ConnectApi,ContentHub,deleteRepositoryFolder,String:String:String,20
ConnectApi,ContentHub,getAllowedItemTypes,String:String,13
ConnectApi,ContentHub,getAllowedItemTypes,String:String:ConnectApi.ContentHubItemType,43
ConnectApi,ContentHub,getAllowedItemTypes,String:String:String,20
ConnectApi,ContentHub,getAllowedItemTypes,String:String:String:ConnectApi.ContentHubItemType,50
ConnectApi,ContentHub,getFilePreview,String:String:ConnectApi.FilePreviewFormat,42
